Time (s),Amplitude
8.984375000000000000e-01,-1.849999999999999145e-01
9.062500000000000000e-01,-9.500000000000011213e-02
9.140625000000000000e-01,-1.549999999999999989e-01
9.218750000000000000e-01,-1.350000000000000644e-01
9.296875000000000000e-01,-1.749999999999999889e-01
9.375000000000000000e-01,-1.549999999999999711e-01
9.453125000000000000e-01,-1.350000000000000366e-01
9.531250000000000000e-01,-1.150000000000000328e-01
9.609375000000000000e-01,-1.649999999999999523e-01
9.687500000000000000e-01,-1.450000000000000178e-01
9.765625000000000000e-01,-1.250000000000000833e-01
9.843750000000000000e-01,-7.499999999999999722e-02
9.921875000000000000e-01,-1.550000000000000266e-01
1.000000000000000000e+00,-5.500000000000002803e-02
1.007812500000000000e+00,-1.849999999999999978e-01
1.015625000000000000e+00,-2.150000000000000244e-01
1.023437500000000000e+00,-1.650000000000000910e-01
1.031250000000000000e+00,-1.450000000000001010e-01
1.039062500000000000e+00,-1.250000000000000000e-01
1.046875000000000000e+00,-1.250000000000000000e-01
1.054687500000000000e+00,-1.150000000000000050e-01
1.062500000000000000e+00,-1.049999999999999961e-01
1.070312500000000000e+00,-1.450000000000000733e-01
1.078125000000000000e+00,-1.149999999999999772e-01
1.085937500000000000e+00,-1.150000000000000189e-01
1.093750000000000000e+00,-8.500000000000000611e-02
1.101562500000000000e+00,-1.349999999999999534e-01
1.109375000000000000e+00,-1.150000000000000328e-01
1.117187500000000000e+00,-9.500000000000005662e-02
1.125000000000000000e+00,-2.499999999999997363e-02
1.132812500000000000e+00,-9.499999999999989009e-02
1.140625000000000000e+00,-2.149999999999999967e-01
1.148437500000000000e+00,-2.050000000000001266e-01
1.156250000000000000e+00,-1.849999999999999978e-01
1.164062500000000000e+00,-1.549999999999999156e-01
1.171875000000000000e+00,-1.649999999999999523e-01
1.179687500000000000e+00,-1.649999999999999800e-01
1.187500000000000000e+00,-6.500000000000005773e-02
1.195312500000000000e+00,-1.549999999999998324e-01
1.203125000000000000e+00,-1.649999999999999800e-01
1.210937500000000000e+00,-1.449999999999998790e-01
1.218750000000000000e+00,-1.250000000000000000e-01
1.226562500000000000e+00,-9.500000000000002887e-02
1.234375000000000000e+00,-9.500000000000007050e-02
1.242187500000000000e+00,-1.150000000000000328e-01
1.250000000000000000e+00,-1.049999999999999545e-01
1.257812500000000000e+00,-6.499999999999996059e-02
1.265625000000000000e+00,-1.500000000000011394e-02
1.273437500000000000e+00,-5.500000000000001416e-02
1.281250000000000000e+00,-1.750000000000000167e-01
1.289062500000000000e+00,-5.000000000000057350e-03
1.296875000000000000e+00,3.049999999999999378e-01
1.304687500000000000e+00,4.850000000000000422e-01
1.312500000000000000e+00,6.650000000000000355e-01
1.320312500000000000e+00,6.949999999999998401e-01
1.328125000000000000e+00,7.850000000000000311e-01
1.335937500000000000e+00,9.150000000000001465e-01
1.343750000000000000e+00,9.450000000000000622e-01
1.351562500000000000e+00,9.350000000000002753e-01
1.359375000000000000e+00,5.849999999999998535e-01
1.367187500000000000e+00,2.500000000000002914e-02
1.375000000000000000e+00,-1.050000000000001210e-01
1.382812500000000000e+00,-1.250000000000000000e-01
1.390625000000000000e+00,-1.449999999999999623e-01
1.398437500000000000e+00,-1.049999999999999961e-01
1.406250000000000000e+00,-2.049999999999999878e-01
1.414062500000000000e+00,-2.149999999999998856e-01
1.421875000000000000e+00,-1.850000000000000255e-01
1.429687500000000000e+00,-2.050000000000000155e-01
1.437500000000000000e+00,-2.049999999999998768e-01
1.445312500000000000e+00,-2.049999999999998768e-01
1.453125000000000000e+00,-1.849999999999999978e-01
1.460937500000000000e+00,-1.549999999999999711e-01
1.468750000000000000e+00,-1.749999999999999334e-01
1.476562500000000000e+00,-8.500000000000001998e-02
1.484375000000000000e+00,-1.849999999999999978e-01
1.492187500000000000e+00,-2.249999999999999778e-01
1.500000000000000000e+00,-1.649999999999999245e-01
1.507812500000000000e+00,-1.650000000000000633e-01
1.515625000000000000e+00,-1.750000000000000167e-01
1.523437500000000000e+00,-1.750000000000000722e-01
1.531250000000000000e+00,-1.549999999999999711e-01
1.539062500000000000e+00,-1.350000000000000089e-01
1.546875000000000000e+00,-1.449999999999999345e-01
1.554687500000000000e+00,-1.349999999999998979e-01
1.562500000000000000e+00,-1.049999999999999545e-01
1.570312500000000000e+00,-8.500000000000003386e-02
1.578125000000000000e+00,-7.500000000000001110e-02
1.585937500000000000e+00,-6.499999999999990508e-02
1.593750000000000000e+00,-4.499999999999990813e-02
1.601562500000000000e+00,8.500000000000011713e-02
1.609375000000000000e+00,-8.499999999999997835e-02
1.617187500000000000e+00,-5.000000000000057350e-03
1.625000000000000000e+00,1.499999999999997169e-02
1.632812500000000000e+00,3.500000000000001721e-02
1.640625000000000000e+00,-5.000000000000028727e-03
1.648437500000000000e+00,2.500000000000011588e-02
1.656250000000000000e+00,6.500000000000008549e-02
1.664062500000000000e+00,4.500000000000006078e-02
1.671875000000000000e+00,5.000000000000028727e-03
1.679687500000000000e+00,-2.499999999999994241e-02
1.687500000000000000e+00,-2.500000000000000139e-02
1.695312500000000000e+00,-1.249999999999999167e-01
1.703125000000000000e+00,-6.499999999999989120e-02
1.710937500000000000e+00,-2.149999999999999967e-01
1.718750000000000000e+00,-2.049999999999998490e-01
1.726562500000000000e+00,-1.849999999999998868e-01
1.734375000000000000e+00,-1.450000000000001288e-01
1.742187500000000000e+00,-1.949999999999999512e-01
1.750000000000000000e+00,-1.750000000000000999e-01
1.757812500000000000e+00,-1.649999999999999800e-01
1.765625000000000000e+00,-2.050000000000000711e-01
1.773437500000000000e+00,-1.849999999999999700e-01
1.781250000000000000e+00,-1.350000000000001477e-01
1.789062500000000000e+00,-1.249999999999999861e-01
1.796875000000000000e+00,-1.749999999999999889e-01
1.804687500000000000e+00,-1.849999999999999978e-01
1.812500000000000000e+00,-1.950000000000000622e-01
1.820312500000000000e+00,-4.499999999999992895e-02
1.828125000000000000e+00,-1.950000000000000067e-01
1.835937500000000000e+00,-1.550000000000000544e-01
1.843750000000000000e+00,-1.850000000000001366e-01
1.851562500000000000e+00,-1.750000000000000444e-01
1.859375000000000000e+00,-1.549999999999999989e-01
1.867187500000000000e+00,-1.450000000000000733e-01
1.875000000000000000e+00,-1.449999999999998512e-01
1.882812500000000000e+00,-1.449999999999999067e-01
1.890625000000000000e+00,-1.449999999999998512e-01
1.898437500000000000e+00,-1.350000000000000089e-01
1.906250000000000000e+00,-1.350000000000000921e-01
1.914062500000000000e+00,-1.449999999999999345e-01
1.921875000000000000e+00,-1.749999999999999334e-01
1.929687500000000000e+00,-4.499999999999997058e-02
1.937500000000000000e+00,-1.749999999999999889e-01
1.945312500000000000e+00,-1.949999999999998956e-01
1.953125000000000000e+00,-2.349999999999999034e-01
1.960937500000000000e+00,-2.149999999999998856e-01
1.968750000000000000e+00,-1.649999999999999523e-01
1.976562500000000000e+00,-1.649999999999999245e-01
1.984375000000000000e+00,-1.649999999999999245e-01
1.992187500000000000e+00,-1.750000000000000167e-01
2.000000000000000000e+00,-1.350000000000000366e-01
2.007812500000000000e+00,-1.549999999999999156e-01
2.015625000000000000e+00,-1.649999999999998967e-01
2.023437500000000000e+00,-1.650000000000000355e-01
2.031250000000000000e+00,-1.550000000000000544e-01
2.039062500000000000e+00,-1.549999999999999434e-01
2.046875000000000000e+00,-1.349999999999999534e-01
2.054687500000000000e+00,-9.500000000000000111e-02
2.062500000000000000e+00,-1.449999999999999900e-01
2.070312500000000000e+00,-1.950000000000000067e-01
2.078125000000000000e+00,-2.050000000000000711e-01
2.085937500000000000e+00,-2.049999999999998768e-01
2.093750000000000000e+00,-1.850000000000000810e-01
2.101562500000000000e+00,-1.250000000000000000e-01
2.109375000000000000e+00,-1.650000000000001465e-01
2.117187500000000000e+00,-1.550000000000000544e-01
2.125000000000000000e+00,-1.550000000000000544e-01
2.132812500000000000e+00,-1.450000000000000178e-01
2.140625000000000000e+00,-1.449999999999999623e-01
2.148437500000000000e+00,-1.450000000000001288e-01
2.156250000000000000e+00,-1.449999999999999900e-01
2.164062500000000000e+00,-1.350000000000000366e-01
2.171875000000000000e+00,-4.499999999999999833e-02
2.179687500000000000e+00,-1.650000000000000078e-01
2.187500000000000000e+00,-2.249999999999999500e-01
2.195312500000000000e+00,-1.849999999999999978e-01
2.203125000000000000e+00,-1.549999999999998879e-01
2.210937500000000000e+00,-9.499999999999991784e-02
2.218750000000000000e+00,-1.550000000000000266e-01
2.226562500000000000e+00,-1.749999999999999889e-01
2.234375000000000000e+00,-1.450000000000000178e-01
2.242187500000000000e+00,-1.450000000000001843e-01
2.250000000000000000e+00,-1.449999999999999067e-01
2.257812500000000000e+00,-1.250000000000000278e-01
2.265625000000000000e+00,-4.499999999999995670e-02
2.273437500000000000e+00,-1.550000000000001377e-01
2.281250000000000000e+00,-1.849999999999999700e-01
2.289062500000000000e+00,-1.549999999999999434e-01
2.296875000000000000e+00,-1.049999999999999406e-01
2.304687500000000000e+00,-1.350000000000000089e-01
2.312500000000000000e+00,-1.250000000000001388e-01
2.320312500000000000e+00,-1.450000000000001288e-01
2.328125000000000000e+00,-1.250000000000000000e-01
2.335937500000000000e+00,-1.550000000000000822e-01
2.343750000000000000e+00,-1.350000000000000644e-01
2.351562500000000000e+00,-1.049999999999999406e-01
2.359375000000000000e+00,-1.449999999999999623e-01
2.367187500000000000e+00,-1.550000000000000544e-01
2.375000000000000000e+00,-1.350000000000001199e-01
2.382812500000000000e+00,-1.249999999999999861e-01
2.390625000000000000e+00,-1.350000000000000644e-01
2.398437500000000000e+00,-8.499999999999992284e-02
2.406250000000000000e+00,-8.499999999999986733e-02
2.414062500000000000e+00,-1.049999999999998296e-01
2.421875000000000000e+00,-1.349999999999999256e-01
2.429687500000000000e+00,-1.149999999999998523e-01
2.437500000000000000e+00,-1.250000000000000000e-01
2.445312500000000000e+00,-1.249999999999999029e-01
2.453125000000000000e+00,-1.649999999999999245e-01
2.460937500000000000e+00,-1.749999999999998779e-01
2.468750000000000000e+00,-1.650000000000000078e-01
2.476562500000000000e+00,-1.650000000000000078e-01
2.484375000000000000e+00,-1.549999999999999989e-01
2.492187500000000000e+00,-1.449999999999999345e-01
2.500000000000000000e+00,-1.549999999999999711e-01
2.507812500000000000e+00,-1.549999999999999434e-01
2.515625000000000000e+00,-1.250000000000000278e-01
2.523437500000000000e+00,-8.500000000000004774e-02
2.531250000000000000e+00,-6.499999999999993283e-02
2.539062500000000000e+00,-2.350000000000000422e-01
2.546875000000000000e+00,-1.950000000000000899e-01
2.554687500000000000e+00,-1.350000000000000644e-01
2.562500000000000000e+00,-1.150000000000000328e-01
2.570312500000000000e+00,-9.500000000000012601e-02
2.578125000000000000e+00,-2.500000000000005690e-02
2.585937500000000000e+00,-3.500000000000015599e-02
2.593750000000000000e+00,-1.150000000000000605e-01
2.601562500000000000e+00,-2.350000000000000699e-01
2.609375000000000000e+00,-1.250000000000000555e-01
2.617187500000000000e+00,2.750000000000000222e-01
2.625000000000000000e+00,5.649999999999999467e-01
2.632812500000000000e+00,6.750000000000002665e-01
2.640625000000000000e+00,6.950000000000000622e-01
2.648437500000000000e+00,7.650000000000000133e-01
2.656250000000000000e+00,8.950000000000000178e-01
2.664062500000000000e+00,9.250000000000000444e-01
2.671875000000000000e+00,8.850000000000000089e-01
2.679687500000000000e+00,4.850000000000000422e-01
2.687500000000000000e+00,8.499999999999999223e-02
2.695312500000000000e+00,-1.450000000000000733e-01
2.703125000000000000e+00,-1.749999999999999889e-01
2.710937500000000000e+00,-1.850000000000000255e-01
2.718750000000000000e+00,-2.049999999999998213e-01
2.726562500000000000e+00,-1.849999999999999145e-01
2.734375000000000000e+00,-1.850000000000000533e-01
2.742187500000000000e+00,-1.750000000000000444e-01
2.750000000000000000e+00,-2.150000000000000522e-01
2.757812500000000000e+00,-2.149999999999998579e-01
2.765625000000000000e+00,-2.050000000000000155e-01
2.773437500000000000e+00,-1.950000000000000067e-01
2.781250000000000000e+00,-1.750000000000000444e-01
2.789062500000000000e+00,-1.749999999999999334e-01
2.796875000000000000e+00,-1.750000000000000167e-01
2.804687500000000000e+00,-1.849999999999999700e-01
2.812500000000000000e+00,-1.149999999999999634e-01
2.820312500000000000e+00,-1.250000000000000833e-01
2.828125000000000000e+00,-2.049999999999999600e-01
2.835937500000000000e+00,-1.949999999999998679e-01
2.843750000000000000e+00,-2.149999999999999412e-01
2.851562500000000000e+00,-1.749999999999999056e-01
2.859375000000000000e+00,-1.349999999999999811e-01
2.867187500000000000e+00,-1.949999999999999789e-01
2.875000000000000000e+00,-1.650000000000000355e-01
2.882812500000000000e+00,-1.449999999999999623e-01
2.890625000000000000e+00,-1.049999999999999961e-01
2.898437500000000000e+00,-9.499999999999997335e-02
2.906250000000000000e+00,-9.500000000000000111e-02
2.914062500000000000e+00,-5.499999999999993089e-02
2.921875000000000000e+00,-6.500000000000015488e-02
2.929687500000000000e+00,-3.500000000000004496e-02
2.937500000000000000e+00,-1.499999999999994393e-02
2.945312500000000000e+00,1.499999999999999944e-02
2.953125000000000000e+00,1.500000000000005669e-02
2.960937500000000000e+00,5.000000000000142351e-03
2.968750000000000000e+00,4.499999999999999833e-02
2.976562500000000000e+00,2.500000000000005690e-02
2.984375000000000000e+00,-5.000000000000000104e-03
2.992187500000000000e+00,-5.499999999999988926e-02
3.000000000000000000e+00,-2.499999999999994241e-02
3.007812500000000000e+00,-8.499999999999986733e-02
3.015625000000000000e+00,-1.849999999999999423e-01
3.023437500000000000e+00,-1.649999999999999245e-01
3.031250000000000000e+00,-1.649999999999999523e-01
3.039062500000000000e+00,-1.849999999999999978e-01
3.046875000000000000e+00,-1.750000000000000722e-01
3.054687500000000000e+00,-2.150000000000000244e-01
3.062500000000000000e+00,-1.950000000000000622e-01
3.070312500000000000e+00,-1.850000000000000533e-01
3.078125000000000000e+00,-1.750000000000000167e-01
3.085937500000000000e+00,-1.849999999999999978e-01
3.093750000000000000e+00,-1.450000000000001010e-01
3.101562500000000000e+00,-1.950000000000000622e-01
3.109375000000000000e+00,-1.949999999999999512e-01
3.117187500000000000e+00,-1.750000000000000722e-01
3.125000000000000000e+00,-1.650000000000000078e-01
3.132812500000000000e+00,-1.149999999999999772e-01
3.140625000000000000e+00,-1.950000000000000344e-01
3.148437500000000000e+00,-1.750000000000000444e-01
3.156250000000000000e+00,-1.850000000000001088e-01
3.164062500000000000e+00,-1.849999999999998868e-01
3.171875000000000000e+00,-1.850000000000001088e-01
3.179687500000000000e+00,-1.849999999999999423e-01
3.187500000000000000e+00,-1.650000000000000355e-01
3.195312500000000000e+00,-1.649999999999998967e-01
3.203125000000000000e+00,-1.549999999999999711e-01
3.210937500000000000e+00,-1.649999999999999245e-01
3.218750000000000000e+00,-1.450000000000000733e-01
3.226562500000000000e+00,-1.350000000000000366e-01
3.234375000000000000e+00,-2.149999999999999967e-01
3.242187500000000000e+00,-1.149999999999998801e-01
3.250000000000000000e+00,-2.149999999999999967e-01
3.257812500000000000e+00,-1.949999999999999512e-01
3.265625000000000000e+00,-2.049999999999999600e-01
3.273437500000000000e+00,-1.649999999999998967e-01
3.281250000000000000e+00,-1.850000000000001088e-01
3.289062500000000000e+00,-1.949999999999998956e-01
3.296875000000000000e+00,-1.849999999999999978e-01
3.304687500000000000e+00,-1.749999999999999334e-01
3.312500000000000000e+00,-1.650000000000000633e-01
3.320312500000000000e+00,-1.649999999999998967e-01
3.328125000000000000e+00,-1.349999999999999811e-01
3.335937500000000000e+00,-1.750000000000001554e-01
3.343750000000000000e+00,-2.050000000000000433e-01
3.351562500000000000e+00,-1.949999999999999512e-01
3.359375000000000000e+00,-1.050000000000000100e-01
3.367187500000000000e+00,-1.250000000000000000e-01
3.375000000000000000e+00,-2.650000000000001243e-01
3.382812500000000000e+00,-2.250000000000000333e-01
3.390625000000000000e+00,-2.049999999999999878e-01
3.398437500000000000e+00,-1.549999999999999711e-01
3.406250000000000000e+00,-1.650000000000000633e-01
3.414062500000000000e+00,-1.749999999999999334e-01
3.421875000000000000e+00,-1.750000000000000722e-01
3.429687500000000000e+00,-1.750000000000000444e-01
3.437500000000000000e+00,-1.650000000000000078e-01
3.445312500000000000e+00,-1.050000000000001488e-01
3.453125000000000000e+00,-1.850000000000000533e-01
3.460937500000000000e+00,-1.950000000000000899e-01
3.468750000000000000e+00,-1.750000000000002109e-01
3.476562500000000000e+00,-1.650000000000001188e-01
3.484375000000000000e+00,-1.250000000000000278e-01
3.492187500000000000e+00,-1.550000000000000822e-01
3.500000000000000000e+00,-1.649999999999999800e-01
3.507812500000000000e+00,-1.749999999999999056e-01
3.515625000000000000e+00,-1.750000000000000999e-01
3.523437500000000000e+00,-1.749999999999999334e-01
3.531250000000000000e+00,-5.500000000000000722e-02
3.539062500000000000e+00,-2.050000000000000155e-01
3.546875000000000000e+00,-1.750000000000000444e-01
3.554687500000000000e+00,-1.750000000000000444e-01
3.562500000000000000e+00,-1.650000000000000078e-01
3.570312500000000000e+00,-1.549999999999999711e-01
3.578125000000000000e+00,-1.449999999999999623e-01
3.585937500000000000e+00,-1.449999999999999345e-01
3.593750000000000000e+00,-1.150000000000000050e-01
3.601562500000000000e+00,-1.449999999999999345e-01
3.609375000000000000e+00,-1.350000000000000921e-01
3.617187500000000000e+00,-1.649999999999999800e-01
3.625000000000000000e+00,-5.500000000000011824e-02
3.632812500000000000e+00,-1.449999999999998790e-01
3.640625000000000000e+00,-2.049999999999999600e-01
3.648437500000000000e+00,-1.449999999999999900e-01
3.656250000000000000e+00,-1.049999999999999406e-01
3.664062500000000000e+00,-1.649999999999998967e-01
3.671875000000000000e+00,-1.550000000000001099e-01
3.679687500000000000e+00,-1.549999999999998601e-01
3.687500000000000000e+00,-1.549999999999999989e-01
3.695312500000000000e+00,-1.549999999999999434e-01
3.703125000000000000e+00,-1.449999999999999623e-01
3.710937500000000000e+00,-1.349999999999999534e-01
3.718750000000000000e+00,-1.150000000000000328e-01
3.726562500000000000e+00,-7.499999999999992784e-02
3.734375000000000000e+00,-4.500000000000001221e-02
3.742187500000000000e+00,-1.750000000000000722e-01
3.750000000000000000e+00,-1.850000000000000533e-01
3.757812500000000000e+00,-1.449999999999998790e-01
3.765625000000000000e+00,-1.449999999999999067e-01
3.773437500000000000e+00,-1.749999999999999889e-01
3.781250000000000000e+00,-1.350000000000000089e-01
3.789062500000000000e+00,-2.049999999999999878e-01
3.796875000000000000e+00,-1.849999999999999423e-01
3.804687500000000000e+00,-1.749999999999999334e-01
3.812500000000000000e+00,-1.749999999999999334e-01
3.820312500000000000e+00,-1.350000000000000644e-01
3.828125000000000000e+00,-1.350000000000000089e-01
3.835937500000000000e+00,-1.150000000000000605e-01
3.843750000000000000e+00,-1.350000000000000089e-01
3.851562500000000000e+00,-1.150000000000000466e-01
3.859375000000000000e+00,-3.500000000000009354e-02
3.867187500000000000e+00,-1.650000000000001188e-01
3.875000000000000000e+00,-9.500000000000001499e-02
3.882812500000000000e+00,-7.499999999999996947e-02
3.890625000000000000e+00,-7.500000000000012212e-02
3.898437500000000000e+00,-1.249999999999999445e-01
3.906250000000000000e+00,-2.149999999999998856e-01
3.914062500000000000e+00,-4.999999999999923776e-03
3.921875000000000000e+00,3.350000000000001310e-01
3.929687500000000000e+00,5.450000000000001510e-01
3.937500000000000000e+00,5.749999999999998446e-01
3.945312500000000000e+00,6.149999999999998801e-01
3.953125000000000000e+00,7.449999999999999956e-01
3.960937500000000000e+00,8.649999999999999911e-01
3.968750000000000000e+00,8.950000000000000178e-01
3.976562500000000000e+00,7.249999999999999778e-01
3.984375000000000000e+00,2.449999999999999123e-01
3.992187500000000000e+00,-7.499999999999999722e-02
4.000000000000000000e+00,-1.449999999999999900e-01
4.007812500000000000e+00,-1.449999999999999900e-01
4.015625000000000000e+00,-1.650000000000000633e-01
4.023437500000000000e+00,-2.050000000000000155e-01
4.031250000000000000e+00,-1.750000000000000167e-01
4.039062500000000000e+00,-2.049999999999999878e-01
4.046875000000000000e+00,-1.549999999999999711e-01
4.054687500000000000e+00,-1.950000000000000622e-01
4.062500000000000000e+00,-1.250000000000000555e-01
4.070312500000000000e+00,-1.749999999999999334e-01
4.078125000000000000e+00,-2.650000000000000133e-01
4.085937500000000000e+00,-2.350000000000000144e-01
4.093750000000000000e+00,-1.949999999999999789e-01
4.101562500000000000e+00,-1.849999999999999423e-01
4.109375000000000000e+00,-1.749999999999999056e-01
4.117187500000000000e+00,-1.750000000000001554e-01
4.125000000000000000e+00,-1.649999999999999800e-01
4.132812500000000000e+00,-1.449999999999999623e-01
4.140625000000000000e+00,-1.449999999999997957e-01
4.148437500000000000e+00,-1.150000000000000466e-01
4.156250000000000000e+00,-1.750000000000000999e-01
4.164062500000000000e+00,-1.750000000000000167e-01
4.171875000000000000e+00,-1.350000000000001477e-01
4.179687500000000000e+00,-5.500000000000004885e-02
4.187500000000000000e+00,-2.499999999999997363e-02
4.195312500000000000e+00,-1.249999999999999306e-01
4.203125000000000000e+00,-1.450000000000001010e-01
4.210937500000000000e+00,-1.049999999999998573e-01
4.218750000000000000e+00,-5.500000000000001416e-02
4.226562500000000000e+00,-5.000000000000013982e-03
4.234375000000000000e+00,-5.000000000000071228e-03
4.242187500000000000e+00,2.500000000000002914e-02
4.250000000000000000e+00,3.499999999999995476e-02
4.257812500000000000e+00,5.500000000000002803e-02
4.265625000000000000e+00,6.500000000000000222e-02
4.273437500000000000e+00,3.500000000000008660e-02
4.281250000000000000e+00,3.499999999999994088e-02
4.289062500000000000e+00,5.000000000000071228e-03
4.296875000000000000e+00,-4.999999999999957603e-03
4.304687500000000000e+00,-4.499999999999989425e-02
4.312500000000000000e+00,-4.500000000000004691e-02
4.320312500000000000e+00,-1.149999999999999634e-01
4.328125000000000000e+00,-1.549999999999999434e-01
4.335937500000000000e+00,-1.850000000000000255e-01
4.343750000000000000e+00,-1.850000000000000810e-01
4.351562500000000000e+00,-1.249999999999999861e-01
4.359375000000000000e+00,-2.050000000000001821e-01
4.367187500000000000e+00,-2.050000000000000988e-01
4.375000000000000000e+00,-9.500000000000000111e-02
